strain	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
G10(+/)	0.901832181	0.799408275	0.525706912	0.902417308	0.485746351	0.526604956	0.395263924	0.409409365	0.405164825	0.003080018	0.079279667	0.044669014	0.778208297	0.074432919	0.533515586	0.441072972	0.076001964	0.783576076	0.469800378	0.833754719	0.48356856	0.45191742	0.443704772	0.370904	0.75092693	0.446712741	0.748051028	0.162731862	0.803091718	0.149519561	0.819530317	0.073780541	0.604999857	0.247071854	0.62298591	0.344962205	0.307544657	0.892687244	0.82569238	0.888043608	0.626648884	0.073845829	0.112441732	0.337282702	0.921919964	0.842605014	0.490714201	0.042333665	0	0.110373424	0.561076223	0.677865361	0.504863825	0.193168148	0.459514388	0.390701316	0.373720114	0.268546926	0.784813276	0.809570589	0.289470186	0.595890582	0.40891566	0.120560098	0.373383292	0.786327551	0.545321462	0.43051037	0.330825194	0.420224381	0.825684517	0.056079911	0.589657435	0.184630671	0.104513636	0.485126803	0.054215744	0.641310752	0.815247195	0.777477906	0.19844391	0.260511923	0.665978811	0.028560556	0.92292329	0.439421784	0.827535765	0.863437473	0.362510562	0.018499809	0.120740297	0.158302831	0.311511904	0.293983496	0.676023812	0.505334802	0.859539638	0.226116728	0.106657993	0
G11(+/)	0.862351342	0.8385259	0.563889279	0.854849263	0.402838896	0.44543737	0.404949825	0.328915709	0.466625757	0.048569703	0	0.148958836	0.761474911	0.046334174	0.591299806	0.49920799	0.096391594	0.802706576	0.397691937	0.83177211	0.53166737	0.396417246	0.471227208	0.364905517	0.683792296	0.502476075	0.958303393	0.176369935	0.931964485	0.103138824	0.806746771	0	0.610762218	0.227555602	0.617836373	0.410279333	0.227655639	0.831409175	0.837878785	0.80770884	0.706531858	0.055697846	0.187772417	0.365108961	0.859849332	0.827239659	0.468479628	0.007549742	0.106121943	0.088515295	0.542187973	0.680478413	0.528463548	0.089493417	0.442645418	0.448659245	0.434145429	0.29736498	0.701659386	0.869374829	0.299448504	0.608070025	0.451093569	0.211704959	0.46370436	0.787440026	0.498891826	0.429487407	0.327021144	0.414765558	0.822036339	0.057061344	0.617337325	0.167420404	0.118155812	0.409323691	0.040783191	0.542712225	0.781681361	0.833330129	0.249498149	0.166799904	0.700657498	0	0.859090208	0.428603564	0.844741233	0.852667977	0.459345636	0.097689192	0.088545286	0.158444054	0.403348467	0.290868386	0.626523961	0.448896732	0.881804141	0.254297786	0	0.00260799
G12(+/)	0.859232476	0.872338447	0.503431414	0.821746176	0.452084344	0.503285415	0.39658503	0.400892416	0.447265006	0.083896237	0	0.005333855	0.910015591	0.074592438	0.521729863	0.394769316	0.113845239	0.858670408	0.38792907	0.831118608	0.454925244	0.444103595	0.483168515	0.375241605	0.762241396	0.489197893	0.811936953	0.211711873	0.857964352	0.089970337	0.773039881	0.015042423	0.5403748	0.207838411	0.620797769	0.335699378	0.35828581	0.887707436	0.839805593	0.811831106	0.578043452	0.089105545	0.075318413	0.455504735	0.748409653	0.868330923	0.431677335	0.005986369	0.061337351	0	0.519232048	0.807537673	0.580587232	0.146013333	0.41731954	0.437156026	0.490150622	0.303001016	0.760416007	0.837781825	0.292294447	0.626155472	0.504633433	0.193307326	0.446980869	0.784636753	0.534873497	0.392584014	0.379474085	0.378909013	0.912326628	0.023050276	0.648994688	0.134434033	0.022561836	0.459554614	0.007745721	0.565639275	0.776065209	0.813373064	0.214525174	0.257906364	0.667722946	0.051742738	0.850059539	0.38509419	0.874972913	0.877081101	0.402852626	0.041409686	0.081417698	0.092581195	0.310247796	0.344725696	0.691911069	0.371917872	0.818280989	0.334254852	0.002898637	0.012712244
G13(+/)	0.80459532	0.785695428	0.508156494	0.814201814	0.430430085	0.496465721	0.391521237	0.410769869	0.39745531	0.024041526	0.092681419	0.065319474	0.417259809	0	0.563177564	0.438329818	0.071117611	0.793762437	0.324103996	0.836870332	0.454367287	0.378637117	0.399308239	0.4112774	0.725434144	0.455365036	0.878802137	0.150931059	0.864966332	0.057624037	0.790610777	0	0.544465385	0.293618727	0.700406597	0.397933555	0.313885745	0.832780576	0.774450938	0.924342577	0.582049345	0.019722606	0.168277077	0.393851467	0.826017403	0.849527772	0.442507502	0.085031098	0.035620269	0	0.572165869	0.742278334	0.523840248	0.122497654	0.320376118	0.480926441	0.401981492	0.262669581	0.774260637	0.821344608	0.286767847	0.678089488	0.426800531	0.173034648	0.473777307	0.827218349	0.491180479	0.369576581	0.393381103	0.441551925	0.892074806	0.007588996	0.637298981	0.169404758	0	0.465237939	0.047125756	0.609239217	0.851946334	0.818100579	0.246858421	0.23147018	0.60436214	0.001766067	0.851710025	0.442898639	0.886841263	0.812980407	0.493659835	0.083248582	0.040748388	0.095550618	0.329988489	0.303572531	0.611493897	0.40702939	0.84152803	0.300030686	0.032478896	0.0500754
G14(+/)	0.875743757	0.811112495	0.541171575	0.83901605	0.397372614	0.530572942	0.454426239	0.39252047	0.499881499	0	0	0.051011494	0.862468406	0	0.74620164	0.47133878	0.080762832	0.855827914	0.401561431	0.884407245	0.483049696	0.429445584	0.38769037	0.447580574	0.74397875	0.409352617	0.843299513	0.202170384	0.851057503	0.067927977	0.813576368	0.050248745	0.491673208	0.247656366	0.676502585	0.366395824	0.26088707	0.837345775	0.777399607	0.834474557	0.674917407	0	0.180083741	0.411948911	0.837869053	0.879831614	0.520835693	0.073244085	0.049487778	0.009900645	0.61771282	0.719423232	0.524273746	0.14223674	0.458304757	0.539584491	0.368865507	0.322717721	0.701090825	0.846176402	0.326216439	0.597822296	0.392062635	0.218918266	0.381889236	0.818697309	0.559214459	0.425812018	0.343431102	0.359241118	0.87574659	0.054215746	0.649474129	0.116491414	0.104151945	0.415845864	0.006498986	0.530460057	0.876378327	0.80163045	0.380960973	0.254340569	0.517349171	0	0.882722303	0.426335807	0.788693497	0.856269264	0.423681578	0.104641778	0.094839291	0.123522688	0.291932572	0.320836395	0.657621262	0.515560399	0.818134211	0.257815637	0	0.038415074
G15(+/)	0.839207323	0.77650661	0.566000307	0.828541368	0.422738651	0.463487971	0.334353625	0.395856317	0.36042873	0.068882826	0	0.131165022	0.865085976	0	0.305004144	0.45096468	0.045674085	0.925128621	0.468186943	0.843826609	0.435935243	0.392008318	0.426631845	0.426477236	0.768112545	0.479646504	0.789946696	0.205060178	0.903297152	0.129807646	0.846725792	0	0.552995736	0.279268871	0.642944688	0.400560334	0.270080038	0.862295188	0.822722608	0.818112396	0.689107733	0.075794796	0.145914617	0.446633373	0.792076225	0.844027838	0.479744657	0.036086171	0.049561234	0.028687641	0.502223555	0.718917129	0.535815766	0.107521042	0.436943568	0.459242434	0.401928609	0.32491128	0.720309529	0.913858767	0.302764306	0.616468121	0.536553578	0.135072727	0.432956936	0.798565377	0.555541433	0.454805601	0.359206989	0.413524076	0.834923312	0.011941723	0.572237165	0.260152066	0.102855306	0.500042134	0	0.607787695	0.821272801	0.751439698	0.26112509	0.2440267	0.674545682	0.056958087	0.889189912	0.336254086	0.835445493	0.832614795	0.381693975	0.040055325	0.100981337	0.144462151	0.336485656	0.255247904	0.573280292	0.435773775	0.831026885	0.256534748	0	0.015781619
G16(+/)	0.884195787	0.827790586	0.549747338	0.825540386	0.418121455	0.486301008	0.397524929	0.407823107	0.404687208	0.014551051	0	0.110995491	0.933796374	0	0.535520901	0.185104212	0.033507131	0.832456817	0.435334642	0.85667006	0.493858632	0.396758038	0.440911044	0.46679723	0.768948366	0.394005774	0.8907099	0.200385064	0.852617751	0.13966725	0.720622428	0.070331778	0.632478495	0.275738978	0.640249602	0.438244267	0.322406067	0.852930902	0.852123442	0.859362157	0.575729616	0.064934295	0.126705473	0.397090885	0.792349496	0.807277065	0.48001121	0.078809002	0.003418934	0.184206618	0.538994308	0.682941745	0.421416585	0.265277509	0.386021223	0.437073233	0.3811716	0.258474568	0.726101956	0.853977915	0.31846009	0.634300813	0.411388329	0.153710934	0.426785575	0.841132414	0.532613923	0.395605478	0.465433934	0.33810983	0.831157787	0	0.65849433	0.17882136	0.007666383	0.512478762	0	0.640246317	0.846865599	0.856784207	0.209351257	0.318739544	0.668733854	0.034832928	0.867727486	0.397842816	0.88736498	0.865145054	0.445560338	0.089005905	0.128420401	0.074453707	0.352978209	0.276398305	0.654413072	0.39567642	0.813074125	0.183794341	0.011233787	0
G17(+/)	0.851384673	0.759346218	0.49310253	0.785372708	0.426025411	0.475993975	0.486867561	0.36616303	0.456298738	0.033740339	0.034084618	0.052824966	0.833989059	0	0.60475132	0.466533976	0.00730588	0.840297697	0.513138075	0.852838861	0.527279515	0.410929085	0.471600228	0.41382629	0.778287974	0.463072363	0.871643491	0.200834151	0.818554765	0.106099905	0.829656998	0.033718304	0.521435363	0.290026116	0.56085107	0.390252867	0.320706269	0.814869081	0.772184429	0.859790722	0.691497325	0.036085814	0.07271477	0.403405743	0.784010808	0.814559437	0.420927619	0.065425521	0	0.15599624	0.532613958	0.662897211	0.499556452	0.103831625	0.447967074	0.486843203	0.450076747	0.304006541	0.82370429	0.918531802	0.360623285	0.657282313	0.455603761	0.216352396	0.343546312	0.82705838	0.50482803	0.437530746	0.358320842	0.350631341	0.8723753	0.015983409	0.572977616	0.162731738	0.080944933	0.43905455	0	0.557857183	0.845119216	0.905163428	0.275661972	0.239691034	0.629908851	0.087854619	0.821180637	0.405311758	0.932664871	0.851316785	0.429624588	0.058171774	0.022729519	0.007799157	0.357163384	0.230155086	0.634198726	0.496623602	0.897013824	0.287730468	0.008318071	0.058474863
G18(+/)	0.860312977	0.835414662	0.564804009	0.849250286	0.427459972	0.501256625	0.384630226	0.417413203	0.33306518	0.040846627	0.07388468	0.145391475	0.774673434	0	0.580769081	0.502737028	0.017383796	0.427732569	0.427351094	0.891878217	0.540357651	0.35054204	0.367784522	0.331262052	0.758600049	0.532460298	0.872736458	0.236793109	0.754804931	0.063362564	0.835079007	0	0.586169984	0.345331831	0.66368652	0.286006681	0.28784725	0.805510402	0.74789244	0.883542405	0.581329179	0.028704636	0.167104643	0.484726424	0.775985513	0.815346263	0.539727482	0.029273541	0.032516937	0.180836153	0.580967908	0.711926512	0.456916504	0.034105508	0.386659742	0.458538691	0.374696793	0.256518853	0.773771273	0.846123279	0.343564005	0.569810118	0.418120282	0.24735161	0.386606089	0.735069468	0.517244066	0.353292958	0.295767046	0.336948912	0.786841368	0.084238856	0.672435201	0.243262003	0	0.399697862	0.040417425	0.589230842	0.823399489	0.831178533	0.258861987	0.227214455	0.667683383	0.009249658	0.833527369	0.341033961	0.827179912	0.850764029	0.452695473	0.068740742	0.03223129	0.090690365	0.277442997	0.311897508	0.683373752	0.469933881	0.873725512	0.292542564	0.065308081	0.056856322
G19(+/)	0.876355249	0.778297546	0.539151399	0.85440858	0.447686669	0.446628868	0.460601517	0.373843899	0.316880054	0.009132613	0	0.100141497	0.849884242	0	0.585234973	0.473454972	0.105395399	0.747732046	0.256554153	0.919742933	0.463339961	0.407538888	0.436633397	0.425666491	0.764395707	0.50386402	0.936951933	0.233929894	0.855153706	0.126732737	0.79164406	0.016289038	0.563105956	0.242959193	0.734630119	0.36843125	0.218455677	0.887591695	0.82719492	0.863857202	0.738185499	0.07889265	0.124525053	0.411849741	0.888047416	0.7995809	0.503591805	0	0.065758646	0.100119462	0.5240695	0.7225455	0.396385416	0.119449049	0.509263584	0.412258539	0.364196068	0.335822113	0.724650006	0.856632141	0.275725861	0.63485069	0.409567029	0.12970822	0.311439134	0.868315299	0.480132436	0.44855135	0.389601254	0.413624029	0.860312058	0.13044891	0.661618443	0.160952197	0.089009159	0.49852695	0	0.697122255	0.874548875	0.772693915	0.319257353	0.238376192	0.540960387	0.021532965	0.804176475	0.379986564	0.777006909	0.807356686	0.409746831	0.025797122	0.073332742	0.167380479	0.308015227	0.2850406	0.706518297	0.464910883	0.856539521	0.258942107	0	0.036362162
G20(+/)	0.895234718	0.837201606	0.51395105	0.853534374	0.468808577	0.524528214	0.385692418	0.418396501	0.428636515	0.033434043	0	0.134687965	0.82006324	0.019856097	0.679522768	0.526600509	0.063954273	0.815489326	0.415966302	0.381153249	0.507338599	0.386825927	0.520767798	0.365048363	0.659737383	0.429268728	0.841984075	0.233311578	0.83304025	0.07910417	0.738600454	0	0.644720459	0.270011082	0.767244494	0.364061017	0.268515518	0.778970991	0.787329641	0.813840893	0.650420212	0.071922188	0.152630009	0.390377606	0.884230317	0.788074303	0.48309139	0.014075188	0.127273772	0.106340127	0.531557888	0.735089536	0.513451271	0.104883852	0.469786085	0.430363247	0.432991064	0.256341195	0.763046998	0.844067337	0.348557557	0.724445773	0.426827813	0.253154755	0.422078416	0.853818478	0.567101713	0.425146446	0.285435637	0.430521408	0.943016973	0.084379055	0.623708961	0.205822596	0.061781359	0.514014213	0.026826647	0.605773736	0.83642371	0.868899912	0.284698618	0.230715291	0.656844666	0.118258331	0.888024948	0.333512723	0.940569683	0.851210649	0.439906404	0.007163104	0.112492977	0.104568529	0.362814921	0.210305921	0.578355728	0.443501204	0.944077017	0.262740107	0	0
G21(+/)	0.923454737	0.780646182	0.573056856	0.815602554	0.36538575	0.46356129	0.385187141	0.390876973	0.346259501	0	0	0.123868159	0.820755168	0	0.656365658	0.526541052	0.067954874	0.835119045	0.337733385	0.864390077	0.194585019	0.418355086	0.507745094	0.405916319	0.699804192	0.425230003	0.87452227	0.25918098	0.885347807	0.05429955	0.715040655	0.080973182	0.576589306	0.296844622	0.697044056	0.365129107	0.246433949	0.833811748	0.841147616	0.810416582	0.648142516	0.066827643	0.150858524	0.424574622	0.819897406	0.907289037	0.427564984	0.005551637	0	0.096347898	0.567992187	0.704533999	0.435712008	0.145315774	0.472618169	0.399804084	0.409616868	0.244294381	0.727733912	0.845381524	0.341404948	0.62736608	0.414883853	0.156705602	0.36674473	0.901674534	0.544093508	0.404939463	0.373302826	0.326124247	0.839126782	0.121461723	0.670357516	0.142567444	0	0.48765403	0.08183582	0.657311399	0.800282552	0.920187764	0.289856042	0.229305859	0.664174323	0.055084785	0.849895104	0.344502124	0.915997654	0.860355991	0.485196437	4.53E-04	0.071405879	0.005969662	0.314322447	0.294430423	0.653977123	0.436027629	0.83024498	0.25077602	0	0
